table_name,table_description,column_name,ordinal_position,data_type,character_maximum_length,is_nullable,column_default,column_description,sensitivity,is_primary_key,foreign_key_references
csra_assessment_stage_evidence_source,"One evidence source the reviewer consulted, from the review journey's multi-select. One row per selected source, unique per stage and source. A different question from the offence-evidence table: this records which sources were looked at, not where a specific piece of evidence came from. Review journey only - an initial assessment uses the four *_checked booleans on the parent, which do not extend to a list this long.",details,4,text,,YES,,Free text naming the source when OTHER is selected. Null for every named source.,PERSONAL,N,
csra_assessment_stage_offence_evidence,"The evidence behind a Yes to one of the seven offence questions on an initial assessment stage: where it was found, and free text describing it. At most one row per stage and offence. Unlike the answer columns on the parent, the source flags are non-null - a row only exists because the assessor reached the ""where did you find evidence of...?"" screen, so an unticked box means ""not this source"", not ""not answered"". The review journey records the same thing in the offence detail columns on the parent instead.",id,1,uuid,,NO,,Primary key. Time-ordered UUID v7.,NONE,Y,
csra_assessment_stage_offence_evidence,"The evidence behind a Yes to one of the seven offence questions on an initial assessment stage: where it was found, and free text describing it. At most one row per stage and offence. Unlike the answer columns on the parent, the source flags are non-null - a row only exists because the assessor reached the ""where did you find evidence of...?"" screen, so an unticked box means ""not this source"", not ""not answered"". The review journey records the same thing in the offence detail columns on the parent instead.",stage_id,2,uuid,,NO,,Foreign key to csra_assessment_stage. Deleted with the stage.,NONE,N,csra_assessment_stage
csra_assessment_stage_offence_evidence,"The evidence behind a Yes to one of the seven offence questions on an initial assessment stage: where it was found, and free text describing it. At most one row per stage and offence. Unlike the answer columns on the parent, the source flags are non-null - a row only exists because the assessor reached the ""where did you find evidence of...?"" screen, so an unticked box means ""not this source"", not ""not answered"". The review journey records the same thing in the offence detail columns on the parent instead.",offence,3,character varying,40,NO,,"Which offence question this evidence supports - MURDER_MANSLAUGHTER, ASSISTING_SUICIDE, SEXUAL_ASSAULT, REPEATED_VIOLENCE, PREJUDICE_MOTIVATED, ARSON or KIDNAP_HOSTAGE. The row exists only because that question was answered Yes, so it is criminal offence data about the prisoner.",SPECIAL-CATEGORY,N,
csra_assessment_stage_offence_evidence,"The evidence behind a Yes to one of the seven offence questions on an initial assessment stage: where it was found, and free text describing it. At most one row per stage and offence. Unlike the answer columns on the parent, the source flags are non-null - a row only exists because the assessor reached the ""where did you find evidence of...?"" screen, so an unticked box means ""not this source"", not ""not answered"". The review journey records the same thing in the offence detail columns on the parent instead.",pnc,4,boolean,,NO,false,Whether the evidence came from the PNC (current and previous convictions).,NONE,N,
csra_assessment_stage_offence_evidence,"The evidence behind a Yes to one of the seven offence questions on an initial assessment stage: where it was found, and free text describing it. At most one row per stage and offence. Unlike the answer columns on the parent, the source flags are non-null - a row only exists because the assessor reached the ""where did you find evidence of...?"" screen, so an unticked box means ""not this source"", not ""not answered"". The review journey records the same thing in the offence detail columns on the parent instead.",warrant,5,boolean,,NO,false,Whether the evidence came from the warrant (current charge or offence).,NONE,N,
csra_assessment_stage_offence_evidence,"The evidence behind a Yes to one of the seven offence questions on an initial assessment stage: where it was found, and free text describing it. At most one row per stage and offence. Unlike the answer columns on the parent, the source flags are non-null - a row only exists because the assessor reached the ""where did you find evidence of...?"" screen, so an unticked box means ""not this source"", not ""not answered"". The review journey records the same thing in the offence detail columns on the parent instead.",dps,6,boolean,,NO,false,Whether the evidence came from DPS (current and historical adjudications).,NONE,N,
csra_assessment_stage_offence_evidence,"The evidence behind a Yes to one of the seven offence questions on an initial assessment stage: where it was found, and free text describing it. At most one row per stage and offence. Unlike the answer columns on the parent, the source flags are non-null - a row only exists because the assessor reached the ""where did you find evidence of...?"" screen, so an unticked box means ""not this source"", not ""not answered"". The review journey records the same thing in the offence detail columns on the parent instead.",per,7,boolean,,NO,false,Whether the evidence came from the Person Escort Record.,NONE,N,
csra_assessment_stage_offence_evidence,"The evidence behind a Yes to one of the seven offence questions on an initial assessment stage: where it was found, and free text describing it. At most one row per stage and offence. Unlike the answer columns on the parent, the source flags are non-null - a row only exists because the assessor reached the ""where did you find evidence of...?"" screen, so an unticked box means ""not this source"", not ""not answered"". The review journey records the same thing in the offence detail columns on the parent instead.",other,8,boolean,,NO,false,"Whether the evidence came from a source not in the list, named in other_source_detail.",NONE,N,
csra_assessment_stage_offence_evidence,"The evidence behind a Yes to one of the seven offence questions on an initial assessment stage: where it was found, and free text describing it. At most one row per stage and offence. Unlike the answer columns on the parent, the source flags are non-null - a row only exists because the assessor reached the ""where did you find evidence of...?"" screen, so an unticked box means ""not this source"", not ""not answered"". The review journey records the same thing in the offence detail columns on the parent instead.",other_source_detail,9,text,,YES,,"Free text naming the source when ""other"" is ticked.",PERSONAL,N,
csra_assessment_stage_offence_evidence,"The evidence behind a Yes to one of the seven offence questions on an initial assessment stage: where it was found, and free text describing it. At most one row per stage and offence. Unlike the answer columns on the parent, the source flags are non-null - a row only exists because the assessor reached the ""where did you find evidence of...?"" screen, so an unticked box means ""not this source"", not ""not answered"". The review journey records the same thing in the offence detail columns on the parent instead.",details,10,text,,YES,,Free text describing what the evidence actually was. Describes the prisoner's offending in the assessor's own words.,SPECIAL-CATEGORY,N,
csra_assessment_stage_risk_to,"A group the prisoner is judged to pose a risk to, from the ""who is this person a risk to?"" multi-select on a high-risk stage. One row per selection; NONE is itself a selection, meaning no identified risk to any of these groups.",id,1,uuid,,NO,,Primary key. Time-ordered UUID v7.,NONE,Y,
csra_assessment_stage_risk_to,"A group the prisoner is judged to pose a risk to, from the ""who is this person a risk to?"" multi-select on a high-risk stage. One row per selection; NONE is itself a selection, meaning no identified risk to any of these groups.",stage_id,2,uuid,,NO,,Foreign key to csra_assessment_stage. Deleted with the stage.,NONE,N,csra_assessment_stage
csra_assessment_stage_risk_to,"A group the prisoner is judged to pose a risk to, from the ""who is this person a risk to?"" multi-select on a high-risk stage. One row per selection; NONE is itself a selection, meaning no identified risk to any of these groups.",category,3,character varying,30,NO,,"The group at risk - DIFFERENT_ETHNICITY, DIFFERENT_RELIGION, DISABLED, GANG_MEMBERS, SEXUAL_MINORITY, OLD_PEOPLE, SPECIFIC_PERSONS, TRANSGENDER, OTHER or NONE. Records a judgement that the prisoner poses a risk to people of a particular race, religion, sexual orientation, gender identity or disability, which makes it Article 9 data about the prisoner.",SPECIAL-CATEGORY,N,
csra_assessment_stage_risk_to,"A group the prisoner is judged to pose a risk to, from the ""who is this person a risk to?"" multi-select on a high-risk stage. One row per selection; NONE is itself a selection, meaning no identified risk to any of these groups.",details,4,text,,YES,,"Free text expanding on the selection, used mainly for OTHER and SPECIFIC_PERSONS. SPECIFIC_PERSONS means this routinely names third parties.",SPECIAL-CATEGORY,N,
csra_assessment_stage_vulnerability,"A vulnerable or at-risk group the prisoner is judged to belong to, from the ""is this person part of a vulnerable or at-risk group?"" multi-select on a high-risk stage. One row per selection; NONE means no identified vulnerabilities. The most directly special category table in the schema - every value is a characteristic of the prisoner rather than a judgement about their behaviour.",id,1,uuid,,NO,,Primary key. Time-ordered UUID v7.,NONE,Y,
csra_assessment_stage_vulnerability,"A vulnerable or at-risk group the prisoner is judged to belong to, from the ""is this person part of a vulnerable or at-risk group?"" multi-select on a high-risk stage. One row per selection; NONE means no identified vulnerabilities. The most directly special category table in the schema - every value is a characteristic of the prisoner rather than a judgement about their behaviour.",stage_id,2,uuid,,NO,,Foreign key to csra_assessment_stage. Deleted with the stage.,NONE,N,csra_assessment_stage
csra_assessment_stage_vulnerability,"A vulnerable or at-risk group the prisoner is judged to belong to, from the ""is this person part of a vulnerable or at-risk group?"" multi-select on a high-risk stage. One row per selection; NONE means no identified vulnerabilities. The most directly special category table in the schema - every value is a characteristic of the prisoner rather than a judgement about their behaviour.",category,3,character varying,30,NO,,"The group the prisoner belongs to - DISABLED, SEXUAL_MINORITY, MENTAL_HEALTH, NEURODIVERSITY, OFFENCE_TYPE, OLD_PEOPLE, TRANSGENDER, OTHER or NONE. Health, disability, sexual orientation and gender reassignment are all Article 9 data about the prisoner.",SPECIAL-CATEGORY,N,
csra_assessment_stage_vulnerability,"A vulnerable or at-risk group the prisoner is judged to belong to, from the ""is this person part of a vulnerable or at-risk group?"" multi-select on a high-risk stage. One row per selection; NONE means no identified vulnerabilities. The most directly special category table in the schema - every value is a characteristic of the prisoner rather than a judgement about their behaviour.",details,4,text,,YES,,"Free text expanding on the selection, used mainly for OTHER. Expect health and disability detail.",SPECIAL-CATEGORY,N,
csra_current_rating,"A prisoner's single current CSRA rating. One row per prisoner, and the source of truth for ""what is this person's rating today"" - it is a stateful projection, not derived on read. It changes only when a rating is saved or when readmission after release resets it, and deliberately persists while a new assessment is merely in progress. A null rating means ""No rating"".",id,1,uuid,,NO,,Primary key. Time-ordered UUID v7.,NONE,Y,
csra_current_rating,"A prisoner's single current CSRA rating. One row per prisoner, and the source of truth for ""what is this person's rating today"" - it is a stateful projection, not derived on read. It changes only when a rating is saved or when readmission after release resets it, and deliberately persists while a new assessment is merely in progress. A null rating means ""No rating"".",prisoner_number,2,character varying,10,NO,,NOMIS offender number (noms id) of the prisoner this rating is for. One row per prisoner.,PERSONAL,N,
csra_current_rating,"A prisoner's single current CSRA rating. One row per prisoner, and the source of truth for ""what is this person's rating today"" - it is a stateful projection, not derived on read. It changes only when a rating is saved or when readmission after release resets it, and deliberately persists while a new assessment is merely in progress. A null rating means ""No rating"".",rating,3,character varying,20,YES,,"The current rating - HIGH, HIGH_GENERAL, HIGH_SPECIFIC or STANDARD. Null means ""No rating"", which is a real state rather than missing data. A risk judgement about the prisoner that determines whether they can share a cell.",PERSONAL,N,
csra_current_rating,"A prisoner's single current CSRA rating. One row per prisoner, and the source of truth for ""what is this person's rating today"" - it is a stateful projection, not derived on read. It changes only when a rating is saved or when readmission after release resets it, and deliberately persists while a new assessment is merely in progress. A null rating means ""No rating"".",provisional,4,boolean,,NO,false,Whether the current rating came from a provisional or interim stage rather than a completed one.,NONE,N,
csra_current_rating,"A prisoner's single current CSRA rating. One row per prisoner, and the source of truth for ""what is this person's rating today"" - it is a stateful projection, not derived on read. It changes only when a rating is saved or when readmission after release resets it, and deliberately persists while a new assessment is merely in progress. A null rating means ""No rating"".",assessment_type,5,character varying,20,YES,,"Which kind of assessment produced the rating, bucketed for display.",NONE,N,
csra_current_rating,"A prisoner's single current CSRA rating. One row per prisoner, and the source of truth for ""what is this person's rating today"" - it is a stateful projection, not derived on read. It changes only when a rating is saved or when readmission after release resets it, and deliberately persists while a new assessment is merely in progress. A null rating means ""No rating"".",rating_date,6,date,,YES,,The date the current rating was given.,NONE,N,
csra_current_rating,"A prisoner's single current CSRA rating. One row per prisoner, and the source of truth for ""what is this person's rating today"" - it is a stateful projection, not derived on read. It changes only when a rating is saved or when readmission after release resets it, and deliberately persists while a new assessment is merely in progress. A null rating means ""No rating"".",set_by_review_id,7,uuid,,YES,,"The csra_review that set this rating, for loading the fuller detail. Null when the rating was reset to ""No rating"" on readmission.",NONE,N,
csra_current_rating,"A prisoner's single current CSRA rating. One row per prisoner, and the source of truth for ""what is this person's rating today"" - it is a stateful projection, not derived on read. It changes only when a rating is saved or when readmission after release resets it, and deliberately persists while a new assessment is merely in progress. A null rating means ""No rating"".",set_reason,8,character varying,40,NO,,"Why the rating was last set - RATING_SAVED, or NO_RATING_ON_READMISSION when a readmission after release cleared it. The latter indicates the prisoner was released and returned to custody.",PERSONAL,N,
csra_current_rating,"A prisoner's single current CSRA rating. One row per prisoner, and the source of truth for ""what is this person's rating today"" - it is a stateful projection, not derived on read. It changes only when a rating is saved or when readmission after release resets it, and deliberately persists while a new assessment is merely in progress. A null rating means ""No rating"".",set_at,9,timestamp without time zone,,NO,,When the rating was last set.,NONE,N,
csra_current_rating,"A prisoner's single current CSRA rating. One row per prisoner, and the source of truth for ""what is this person's rating today"" - it is a stateful projection, not derived on read. It changes only when a rating is saved or when readmission after release resets it, and deliberately persists while a new assessment is merely in progress. A null rating means ""No rating"".",set_by,10,character varying,40,YES,,"Username that last set the rating, or the system user when a movement event did it. Identifies a member of staff.",STAFF,N,
csra_next_review,"The single next-review-due date currently in force for a prisoner. One row per prisoner however many reviews they accumulate, overwritten each time a review sets a new date, and what drives the ""high risk prisoners due for review"" worklist. The date NOMIS recorded on an individual historic review is on csra_review_nomis instead.",id,1,uuid,,NO,,Primary key. Time-ordered UUID v7.,NONE,Y,
csra_next_review,"The single next-review-due date currently in force for a prisoner. One row per prisoner however many reviews they accumulate, overwritten each time a review sets a new date, and what drives the ""high risk prisoners due for review"" worklist. The date NOMIS recorded on an individual historic review is on csra_review_nomis instead.",prisoner_number,2,character varying,10,NO,,NOMIS offender number (noms id) of the prisoner the date is for. One row per prisoner.,PERSONAL,N,
csra_next_review,"The single next-review-due date currently in force for a prisoner. One row per prisoner however many reviews they accumulate, overwritten each time a review sets a new date, and what drives the ""high risk prisoners due for review"" worklist. The date NOMIS recorded on an individual historic review is on csra_review_nomis instead.",next_review_date,3,date,,YES,,"When the prisoner's CSRA is next due for review - twelve months on from a high-risk final rating, chosen by the reviewer on the review journey, and cleared when a rating no longer requires one. Its presence therefore indicates a high-risk rating.",PERSONAL,N,
csra_next_review,"The single next-review-due date currently in force for a prisoner. One row per prisoner however many reviews they accumulate, overwritten each time a review sets a new date, and what drives the ""high risk prisoners due for review"" worklist. The date NOMIS recorded on an individual historic review is on csra_review_nomis instead.",set_by_review_id,4,uuid,,NO,,The csra_review that last set this date.,NONE,N,csra_review
csra_next_review,"The single next-review-due date currently in force for a prisoner. One row per prisoner however many reviews they accumulate, overwritten each time a review sets a new date, and what drives the ""high risk prisoners due for review"" worklist. The date NOMIS recorded on an individual historic review is on csra_review_nomis instead.",updated_at,5,timestamp without time zone,,NO,,When the date was last set.,NONE,N,
csra_next_review,"The single next-review-due date currently in force for a prisoner. One row per prisoner however many reviews they accumulate, overwritten each time a review sets a new date, and what drives the ""high risk prisoners due for review"" worklist. The date NOMIS recorded on an individual historic review is on csra_review_nomis instead.",updated_by,6,character varying,40,YES,,"Username that last set the date, or the system user for migrated and synchronised rows. Identifies a member of staff.",STAFF,N,
csra_review,One cell sharing risk assessment or review for a prisoner. Holds only what is common to both the new DPS journeys and reviews migrated from NOMIS; legacy-only NOMIS detail hangs off csra_review_nomis and the new-model captured answers off csra_assessment_stage. A prisoner accumulates many of these over time - the one that counts today is the projection in csra_current_rating.,id,1,uuid,,NO,,"Primary key. Time-ordered UUID v7, so insert order matches id order.",NONE,Y,
csra_review,One cell sharing risk assessment or review for a prisoner. Holds only what is common to both the new DPS journeys and reviews migrated from NOMIS; legacy-only NOMIS detail hangs off csra_review_nomis and the new-model captured answers off csra_assessment_stage. A prisoner accumulates many of these over time - the one that counts today is the projection in csra_current_rating.,prisoner_number,2,character varying,10,NO,,NOMIS offender number (noms id) of the prisoner assessed. The link that makes every row here personal data about that prisoner.,PERSONAL,N,
csra_review,One cell sharing risk assessment or review for a prisoner. Holds only what is common to both the new DPS journeys and reviews migrated from NOMIS; legacy-only NOMIS detail hangs off csra_review_nomis and the new-model captured answers off csra_assessment_stage. A prisoner accumulates many of these over time - the one that counts today is the projection in csra_current_rating.,prison_id,3,character varying,6,YES,,"Agency (prison) code where the assessment took place - for a multi-stage assessment, its latest stage. Null identifies a row migrated from NOMIS, which does not always send it; every DPS write path requires it. Indicates where the prisoner was held.",PERSONAL,N,
csra_review,One cell sharing risk assessment or review for a prisoner. Holds only what is common to both the new DPS journeys and reviews migrated from NOMIS; legacy-only NOMIS detail hangs off csra_review_nomis and the new-model captured answers off csra_assessment_stage. A prisoner accumulates many of these over time - the one that counts today is the projection in csra_current_rating.,assessment_date,4,date,,NO,,Date the assessment or review was started.,NONE,N,
csra_review,One cell sharing risk assessment or review for a prisoner. Holds only what is common to both the new DPS journeys and reviews migrated from NOMIS; legacy-only NOMIS detail hangs off csra_review_nomis and the new-model captured answers off csra_assessment_stage. A prisoner accumulates many of these over time - the one that counts today is the projection in csra_current_rating.,type,5,character varying,20,NO,,"The kind of assessment. CSRA_INITIAL_REVIEW and CSRA_REVIEW are the new DPS journeys; FULL, HEALTH, LOCATE, RATING, RECEPTION and REVIEW are legacy NOMIS types mapped on during migration.",NONE,N,
csra_review,One cell sharing risk assessment or review for a prisoner. Holds only what is common to both the new DPS journeys and reviews migrated from NOMIS; legacy-only NOMIS detail hangs off csra_review_nomis and the new-model captured answers off csra_assessment_stage. A prisoner accumulates many of these over time - the one that counts today is the projection in csra_current_rating.,interim_result,6,character varying,20,YES,,"The rating issued at the first stage, when the assessment or review could not be completed in one sitting - HIGH, HIGH_GENERAL, HIGH_SPECIFIC or STANDARD. Not set for migrated legacy reviews. A risk judgement about the prisoner.",PERSONAL,N,
csra_review,One cell sharing risk assessment or review for a prisoner. Holds only what is common to both the new DPS journeys and reviews migrated from NOMIS; legacy-only NOMIS detail hangs off csra_review_nomis and the new-model captured answers off csra_assessment_stage. A prisoner accumulates many of these over time - the one that counts today is the projection in csra_current_rating.,interim_result_date,7,date,,YES,,Date the interim or provisional rating was issued.,NONE,N,
csra_review,One cell sharing risk assessment or review for a prisoner. Holds only what is common to both the new DPS journeys and reviews migrated from NOMIS; legacy-only NOMIS detail hangs off csra_review_nomis and the new-model captured answers off csra_assessment_stage. A prisoner accumulates many of these over time - the one that counts today is the projection in csra_current_rating.,final_result,8,character varying,20,YES,,"The rating that completed the assessment or review - HIGH (legacy NOMIS, no general/specific split), HIGH_GENERAL (cannot share with anyone), HIGH_SPECIFIC (can share only with certain prisoners) or STANDARD (can share). A risk judgement about the prisoner.",PERSONAL,N,
csra_review,One cell sharing risk assessment or review for a prisoner. Holds only what is common to both the new DPS journeys and reviews migrated from NOMIS; legacy-only NOMIS detail hangs off csra_review_nomis and the new-model captured answers off csra_assessment_stage. A prisoner accumulates many of these over time - the one that counts today is the projection in csra_current_rating.,final_result_date,9,date,,YES,,Date the final rating was issued.,NONE,N,
csra_review,One cell sharing risk assessment or review for a prisoner. Holds only what is common to both the new DPS journeys and reviews migrated from NOMIS; legacy-only NOMIS detail hangs off csra_review_nomis and the new-model captured answers off csra_assessment_stage. A prisoner accumulates many of these over time - the one that counts today is the projection in csra_current_rating.,created_at,11,timestamp without time zone,,NO,,"When the review record was created. For migrated rows this is NOMIS's own creation timestamp, which is why values go back to 2006 - see csra_review_nomis.ingested_at for when the data actually reached this service.",NONE,N,
csra_review,One cell sharing risk assessment or review for a prisoner. Holds only what is common to both the new DPS journeys and reviews migrated from NOMIS; legacy-only NOMIS detail hangs off csra_review_nomis and the new-model captured answers off csra_assessment_stage. A prisoner accumulates many of these over time - the one that counts today is the projection in csra_current_rating.,created_by,12,character varying,40,NO,,"Username that created the review, or the system user for migrated and synchronised rows. Identifies a member of staff.",STAFF,N,
csra_review,One cell sharing risk assessment or review for a prisoner. Holds only what is common to both the new DPS journeys and reviews migrated from NOMIS; legacy-only NOMIS detail hangs off csra_review_nomis and the new-model captured answers off csra_assessment_stage. A prisoner accumulates many of these over time - the one that counts today is the projection in csra_current_rating.,last_modified_at,13,timestamp without time zone,,YES,,When the review was last changed. Null if it has not been changed since creation.,NONE,N,
csra_review,One cell sharing risk assessment or review for a prisoner. Holds only what is common to both the new DPS journeys and reviews migrated from NOMIS; legacy-only NOMIS detail hangs off csra_review_nomis and the new-model captured answers off csra_assessment_stage. A prisoner accumulates many of these over time - the one that counts today is the projection in csra_current_rating.,last_modified_by,14,character varying,40,YES,,Username that last changed the review. Identifies a member of staff.,STAFF,N,
csra_review,One cell sharing risk assessment or review for a prisoner. Holds only what is common to both the new DPS journeys and reviews migrated from NOMIS; legacy-only NOMIS detail hangs off csra_review_nomis and the new-model captured answers off csra_assessment_stage. A prisoner accumulates many of these over time - the one that counts today is the projection in csra_current_rating.,status,15,character varying,20,NO,'IN_PROGRESS'::character varying,"Lifecycle state. IN_PROGRESS (started, no final rating), COMPLETE (final rating recorded, and the state of every migrated review), CLOSED (in progress with a rating that still stands, closed out by a move), ARCHIVED (in progress with no rating, hidden from the service but retained for investigation).",NONE,N,
csra_review,One cell sharing risk assessment or review for a prisoner. Holds only what is common to both the new DPS journeys and reviews migrated from NOMIS; legacy-only NOMIS detail hangs off csra_review_nomis and the new-model captured answers off csra_assessment_stage. A prisoner accumulates many of these over time - the one that counts today is the projection in csra_current_rating.,closure_reason,16,character varying,40,YES,,Why an in-progress review was closed or archived - NOT_COMPLETED_PRISONER_TRANSFER (moved to another establishment) or NOT_COMPLETED_PRISONER_RELEASE (readmitted after a period of release). Its presence indicates the prisoner moved mid-assessment.,PERSONAL,N,
csra_review,One cell sharing risk assessment or review for a prisoner. Holds only what is common to both the new DPS journeys and reviews migrated from NOMIS; legacy-only NOMIS detail hangs off csra_review_nomis and the new-model captured answers off csra_assessment_stage. A prisoner accumulates many of these over time - the one that counts today is the projection in csra_current_rating.,closed_at,17,timestamp without time zone,,YES,,When the review was closed or archived. Null while it is still open or was completed normally.,NONE,N,
csra_review,One cell sharing risk assessment or review for a prisoner. Holds only what is common to both the new DPS journeys and reviews migrated from NOMIS; legacy-only NOMIS detail hangs off csra_review_nomis and the new-model captured answers off csra_assessment_stage. A prisoner accumulates many of these over time - the one that counts today is the projection in csra_current_rating.,closed_by,18,character varying,40,YES,,"Username that closed or archived the review, or the system user when a prisoner movement did it. Identifies a member of staff.",STAFF,N,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",id,1,uuid,,NO,,Primary key. Time-ordered UUID v7.,NONE,Y,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",csra_review_id,2,uuid,,NO,,Foreign key to csra_review - the review this legacy data belongs to.,NONE,N,csra_review
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",score,3,numeric,,YES,,The numeric score NOMIS calculated for the assessment. A risk score about the prisoner.,PERSONAL,N,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",status,4,character varying,10,YES,,The review's status in NOMIS. A status of P (pending) is what makes a migrated rating provisional rather than final.,NONE,N,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",calculated_level,5,character varying,10,YES,,"The CSRA level NOMIS calculated from the answers, before any reviewer override. A risk judgement about the prisoner.",PERSONAL,N,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",review_level,6,character varying,10,YES,,"The level the reviewer recorded - what NOMIS displays as the approved result, and what the DPS rating is derived from. Do not confuse with approved_level. A risk judgement about the prisoner.",PERSONAL,N,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",approved_level,7,character varying,10,YES,,"NOMIS's APPROVED_SUP_LEVEL_TYPE. Null on every known CSRA row - NOMIS never populated it, and prison-api does not even map it. Kept for fidelity; read review_level instead.",PERSONAL,N,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",committee_code,8,character varying,20,YES,,The NOMIS committee code recorded against the assessment.,NONE,N,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",review_committee_code,9,character varying,20,YES,,The NOMIS committee code recorded against the review.,NONE,N,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",evaluation_date,10,date,,YES,,The date NOMIS recorded the evaluation.,NONE,N,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",evaluation_result_code,11,character varying,10,YES,,"The NOMIS evaluation result code - whether the assessment was approved, rejected or referred. A decision about the prisoner's assessment.",PERSONAL,N,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",comment,12,text,,YES,,"The free-text assessment comment as recorded in NOMIS. Decades of unstructured narrative about offending, behaviour, health and third parties.",SPECIAL-CATEGORY,N,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",review_comment,13,text,,YES,,The free-text review comment as recorded in NOMIS. Same caveat as comment.,SPECIAL-CATEGORY,N,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",review_committee_comment,14,text,,YES,,The free-text committee comment as recorded in NOMIS. Same caveat as comment.,SPECIAL-CATEGORY,N,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",placement_prison_id,15,character varying,6,YES,,The agency code NOMIS recorded as the placement prison. Indicates where the prisoner was to be held.,PERSONAL,N,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",review_placement_prison_id,16,character varying,6,YES,,The agency code NOMIS recorded as the review placement prison. Indicates where the prisoner was to be held.,PERSONAL,N,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",review_details,17,jsonb,,YES,,"The whole NOMIS question and answer tree, stored as JSONB exactly as supplied and deserialised only when needed. Written as [] rather than null by every write path. The richest single source of special category data in the schema - the legacy questionnaire covers offending, health and vulnerability.",SPECIAL-CATEGORY,N,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",ingested_at,18,timestamp without time zone,,YES,,"When this row was last written by migration or sync - this service's wall clock, not NOMIS's. The core record's created_at is NOMIS's own timestamp, so without this there is no way to tell which migration run produced the current state. Null means the row predates the column.",NONE,N,
csra_review_nomis,"The extra legacy data for a review migrated or synchronised from NOMIS, held verbatim alongside the core csra_review record rather than mapped onto it. At most one row per review, and none at all for reviews created in DPS. Values are raw NOMIS codes, not the DPS model.",next_review_date,19,date,,YES,,"The next review date NOMIS recorded on this particular review. Distinct from csra_next_review, which holds the one date currently in force for the prisoner - never substitute one for the other. Null for rows migrated before this column existed.",PERSONAL,N,
